example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
387,-0.6940268,0.135,6.72,0.7117634,-0.5244,8.414,0.4048009,-0.399,8.64,0.40775803,-1.391,9.66,-0.084225714,-0.47,11.7,0.28168488,-0.674,13.54,-1.1303324,1.284,20.28,1.0126722,0.3555,32.88,-10.672509,23.67,53.12,-0.8098963,0.545,6.566,-0.4033277,0.3618,8.11,1.6854618,-0.6797,8.85,2.3774192,-1.964,10.07,3.6357276,-1.721,11.54,3.6236405,-2.152,12.99,2.8070345,-0.4382,19.06,6.8285856,-1.917,31.5,-7.2862573,19.16,57.8,0.0085906982421875,0.9436868205666542
388,-0.46791515,-0.1932,6.633,1.1042631,-0.8237,8.56,0.9084301,-0.873,8.7,1.0102539,-1.971,9.805,0.66484016,-1.439,11.81,1.0948464,-1.552,13.555,-0.3190258,0.1957,20.4,1.589642,-0.6445,33.5,-8.654197,20.66,51.6,-0.8290585,0.4382,6.56,0.16685128,0.1385,8.04,1.5789654,-0.64,8.8,2.3782098,-1.914,10.18,4.0460563,-1.716,11.914,3.7703059,-2.01,13.18,2.809306,0.1349,19.31,7.122496,-0.981,31.83,-8.683565,21.0,59.5,0.0034389495849609375,0.9478056445717811
389,-0.7099578,0.1869,6.617,-0.11422456,0.3503,8.11,-0.4784311,0.635,8.664,-0.77653205,0.0474,9.69,-1.7797982,1.795,11.45,-1.6029785,1.809,13.09,-3.7541807,4.99,20.3,-3.1876361,6.87,33.56,-24.617382,45.28,65.0,-0.95517385,0.643,6.516,-1.1852729,0.737,7.867,-1.2966313,0.699,8.54,-1.3329668,-0.0904,9.97,-2.7370703,1.681,11.336,-3.4566872,1.756,13.016,-7.320418,4.93,20.66,-9.107494,6.145,32.66,-46.852608,39.06,74.94,0.74853515625,0.5055204391479492
390,-0.8126086,0.466,6.566,-0.28668085,1.024,8.53,-0.21026699,1.183,8.9,-0.174097,0.3987,9.45,-0.9773929,1.479,11.43,-0.9593065,1.85,13.04,-2.9078152,4.87,19.64,-1.4940044,6.78,32.66,-20.598694,44.66,65.1,-1.1409347,0.69,6.574,-1.1992211,0.902,8.02,-0.9414526,0.663,8.61,-0.68304235,-0.2144,9.81,-0.09905177,0.5283,11.39,-0.74813896,0.4563,12.94,-3.8444443,3.447,19.75,-3.8297572,4.21,32.0,-38.979214,37.8,71.4,0.80419921875,0.7223444461822509
391,-0.56655425,0.0492,6.574,1.2761577,-1.245,8.29,1.1783369,-1.367,8.62,1.2476271,-2.37,9.7,0.79953253,-2.416,11.94,1.3201714,-2.803,13.47,0.36592448,-1.724,19.52,2.5927572,-3.22,33.3,-9.142942,21.84,55.38,-0.6551202,0.477,6.477,0.43389422,-0.08234,7.7,2.0001197,-1.017,8.73,2.5780237,-2.271,10.01,3.8595037,-1.877,11.555,3.7399788,-2.248,13.08,3.3366032,-0.597,19.34,8.128256,-1.667,32.0,-6.402954,20.8,58.16,0.0014324188232421875,0.949358806014061
392,-0.6304431,0.2035,6.65,0.79079664,-0.4119,8.36,0.27727553,0.03296,8.625,0.08834716,-0.6885,9.35,-0.467457,0.0508,11.85,-0.09410009,-0.215,13.484,-1.8204556,2.31,19.64,-0.0040721297,2.287,32.62,-13.9055,29.84,55.72,-0.83307964,0.581,6.508,-0.0034263209,0.1066,7.875,1.4837134,-0.7046,8.77,2.0968823,-1.99,10.15,3.3220277,-1.356,11.62,3.118412,-1.703,12.97,2.260827,0.4653,19.42,6.241808,-0.3003,32.4,-11.42364,24.45,59.9,0.023468017578125,0.9486568510532378
393,-0.82654214,0.596,6.547,0.06351435,0.588,8.266,-0.42690915,0.9043,8.56,-0.61046654,0.1649,9.35,-1.633115,1.97,11.52,-1.5115513,2.256,13.336,-3.5879755,5.99,20.23,-2.9642289,8.45,33.72,-21.811218,46.66,64.9,-0.96323955,0.71,6.52,-0.48983884,0.563,7.785,0.6013728,-0.001145,8.49,1.2708786,-1.246,9.86,2.3643188,-0.5576,11.58,1.8697445,-0.738,12.98,0.10193378,2.057,19.4,2.556297,2.26,31.83,-21.669678,30.39,64.5,1.240234375,0.9277887001633645
394,-0.9759692,0.6665,6.734,-0.54179573,1.381,8.61,-0.48234373,1.332,8.76,-0.4519163,0.537,9.7,-1.3952842,2.104,11.25,-1.2752637,2.129,13.05,-3.2948525,5.152,20.22,-2.6772943,7.043,33.53,-21.046047,43.06,62.75,-1.2113047,0.769,6.656,-1.2304709,0.9404,8.016,-0.646235,0.4883,8.414,-0.35409454,-0.5303,9.805,-0.58670396,0.6455,11.24,-1.0059757,0.433,12.73,-3.9908335,3.332,19.73,-4.134988,3.922,32.16,-39.01098,37.4,70.75,0.46142578125,0.6767800807952881
395,-0.87764496,0.4585,6.574,-0.8539914,1.512,8.5,-1.1526383,2.041,9.016,-1.3995491,1.506,9.95,-2.2389152,3.225,11.266,-2.2419631,3.385,13.03,-4.454559,7.254,20.48,-4.0714827,10.08,33.28,-23.311968,49.12,68.4,-0.9514806,0.6904,6.523,-1.3579572,0.981,7.89,-1.4844773,0.8784,8.58,-1.6063758,0.08325,9.97,-3.0414624,1.781,11.28,-3.6689363,1.741,12.87,-7.4527617,4.676,20.3,-9.029956,5.69,32.34,-46.353798,39.1,74.6,1.3359375,0.49957857131958006
396,-0.9451659,0.665,6.63,-0.5523372,1.115,8.49,-0.9818527,1.424,8.64,-1.2545693,0.802,9.58,-2.311964,2.8,11.42,-2.3339596,3.07,13.21,-4.565771,6.57,20.0,-4.4897914,9.56,33.22,-27.065727,52.0,69.4,-1.0705025,0.732,6.527,-1.0677148,0.9478,7.945,-1.092757,0.7983,8.484,-1.206541,0.02644,9.81,-2.3599539,1.826,11.11,-3.2085638,2.033,12.766,-6.9825087,5.43,20.33,-8.747255,7.227,32.22,-48.120705,45.78,77.4,1.234375,0.5569716930389405
397,-0.7629229,0.2073,6.6,0.77366984,-0.6772,8.3,0.61630297,-0.6914,8.67,0.6652623,-1.814,9.875,0.36753964,-1.413,11.805,0.7105324,-1.501,13.47,-0.57365406,0.2368,20.16,1.295994,-0.1886,33.8,-14.12,29.16,58.22,-0.84853953,0.595,6.527,-0.024117243,0.1031,7.918,1.8048244,-0.807,8.805,2.3321738,-2.064,10.29,3.7928238,-1.729,11.664,3.5488033,-2.033,13.0,2.8463755,-0.199,19.16,7.4296494,-1.078,32.2,-8.608985,22.53,61.12,0.01114654541015625,0.9490296050906181
398,-0.6536337,0.1389,6.6,1.1333883,-0.9824,8.63,1.0834343,-1.143,8.805,1.3090873,-2.387,9.9,1.0013776,-2.51,12.15,1.4585428,-2.637,13.8,0.25197577,-1.095,20.19,2.140699,-1.75,34.25,-13.268313,27.39,57.34,-0.87758946,0.5527,6.55,0.19305028,0.1271,8.05,2.1067264,-0.789,8.89,2.6036606,-2.043,10.11,4.29908,-1.877,11.78,3.940132,-2.135,13.19,3.3865695,-0.09467,19.56,8.19055,-1.088,32.53,-6.5030384,20.16,58.28,0.0028667449951171875,0.9497204795479774
399,-0.64074314,0.01588,6.805,0.3551771,0.1615,8.48,0.026585251,0.383,8.7,-0.09910113,-0.4587,9.76,-0.53621554,1.051,11.98,-0.39158523,1.061,13.59,-1.9005984,3.922,20.08,-0.7038901,4.85,32.97,-17.106207,36.72,57.8,-0.7653895,0.508,6.516,-0.5239872,0.4644,8.0,0.34078267,0.0315,8.625,0.5902768,-1.047,9.914,0.6516466,0.2234,11.22,0.11275396,0.2073,12.695,-2.2730403,3.156,20.1,-1.1320573,3.852,32.75,-34.098606,38.97,71.44,0.333251953125,0.838765861093998
400,-0.6371525,0.0559,6.625,1.1189818,-1.074,8.4,1.2361472,-1.404,8.61,1.5434313,-2.703,9.88,0.87254083,-2.057,11.836,1.4394264,-2.9,13.555,-0.063548446,-1.335,19.6,1.9033439,-2.908,33.2,-8.980195,19.66,52.0,-0.79416496,0.5425,6.594,-0.25443178,0.3296,7.836,1.6687841,-0.619,8.92,2.3450708,-1.896,10.18,3.6423016,-1.45,11.53,3.3426647,-1.812,13.01,2.294171,0.3096,19.08,6.529822,-0.8037,32.16,-10.447794,22.64,58.7,0.0014619827270507812,0.9463872089982033
401,-0.6853615,0.03625,6.72,1.2336607,-1.284,8.48,1.2593933,-1.435,8.766,1.350744,-2.518,9.875,1.0801129,-2.629,12.125,1.5888264,-2.975,13.55,0.3656686,-1.729,20.02,2.824749,-3.494,33.9,-9.221079,21.33,54.56,-0.6892864,0.4949,6.465,0.42524537,-0.1957,7.86,2.2101347,-1.129,8.78,2.9087029,-2.473,10.28,4.229653,-2.105,11.56,4.125435,-2.47,12.99,3.795109,-0.959,19.23,8.432655,-2.004,32.22,-5.2730966,19.75,58.6,0.001079559326171875,0.9496416494250297
402,-0.9042708,0.4753,6.57,-0.43138537,1.017,8.516,-0.6989608,1.448,8.88,-0.78145784,0.6665,9.695,-1.8090103,2.639,11.51,-1.8069421,2.8,13.2,-4.048778,6.625,20.23,-3.623088,9.21,33.0,-25.13139,49.97,67.06,-1.0225711,0.685,6.55,-1.3742397,0.86,7.934,-1.2544732,0.6377,8.43,-1.2492217,-0.254,9.91,-2.7193527,1.5,11.33,-3.3553572,1.482,12.95,-7.059824,4.438,20.34,-8.695125,5.375,32.5,-47.722717,38.94,75.25,1.259765625,0.4991068363189697
403,-0.68627316,0.1188,6.668,1.3734307,-1.487,8.49,1.2584937,-1.687,8.72,1.4262534,-2.887,9.94,1.2894763,-3.096,12.16,1.8494508,-3.467,13.77,0.84761584,-2.426,19.78,3.033732,-3.97,33.6,-10.065651,22.03,56.4,-0.87133074,0.5903,6.523,0.34128374,-0.3118,7.938,2.200776,-1.311,8.84,2.8183055,-2.543,10.33,4.561695,-2.275,11.85,4.38821,-2.643,13.13,4.169226,-0.98,19.11,9.310169,-2.37,32.0,-2.7164383,17.73,56.9,0.0008521080017089844,0.9498225346207618
404,-0.5101085,0.001073,6.613,1.1362593,-1.233,8.48,0.933142,-1.204,8.62,1.0922136,-2.395,9.84,0.5443635,-1.6455,11.78,1.2769228,-2.361,13.53,-0.39396894,-0.561,19.58,1.5747285,-1.502,32.34,-9.214369,20.45,49.38,-0.942499,0.551,6.605,0.45760927,-0.1954,8.11,2.0718148,-1.147,8.9,2.7225072,-2.404,10.195,4.4550037,-2.014,11.8,4.335038,-2.344,13.234,4.1686993,-0.782,19.64,8.962864,-2.338,32.44,-4.007761,18.47,57.38,0.0009870529174804688,0.9496821016073226
405,-0.59020334,-0.003975,6.5,0.9654361,-0.1517,8.49,1.0041609,-0.1398,8.71,0.90088123,-0.8667,9.64,0.056677625,-0.11676,11.97,0.6280643,-0.3047,13.64,-0.8828244,1.861,19.86,1.0039384,1.705,32.44,-10.930299,26.84,53.9,-0.907194,0.5522,6.566,-0.334912,0.408,8.03,0.96395504,0.002424,8.766,1.3711133,-1.188,9.68,1.9922932,-0.464,10.984,1.5765516,-0.5728,12.7,-0.015715897,2.123,19.4,2.8361442,1.97,32.2,-20.646412,30.1,66.75,0.018798828125,0.9302393838763237
406,-0.8602234,0.314,6.652,-0.5756428,1.065,8.15,-0.9513198,1.721,8.75,-1.1407356,1.22,9.766,-1.6628238,2.74,11.336,-1.6832464,2.729,12.79,-3.9874957,6.43,20.7,-3.8051682,9.16,32.9,-24.103685,45.3,65.2,-1.0163062,0.6626,6.543,-1.6358111,1.098,8.125,-2.065355,1.289,8.75,-2.3656135,0.649,10.05,-3.767087,2.115,11.42,-4.1177354,1.948,13.11,-7.8954086,4.773,20.75,-9.954073,5.918,33.4,-43.874134,36.2,73.8,0.96533203125,0.3351173400878906
407,-0.99417734,0.704,6.656,-0.7117418,1.378,8.24,-0.7690677,1.533,8.625,-0.78437126,0.6846,9.91,-1.4787152,2.086,11.61,-1.3669034,1.978,13.195,-3.4341097,5.402,20.1,-2.8329613,8.01,33.47,-24.776814,49.7,67.44,-1.1536225,0.754,6.6,-1.211085,0.926,8.016,-0.90814936,0.676,8.5,-0.7182008,-0.2183,9.91,-0.586107,0.8047,11.31,-1.3124044,0.736,12.87,-4.329687,3.777,19.94,-4.2965393,4.66,32.16,-40.667892,40.34,73.75,0.7958984375,0.7510988771915434
408,-0.703792,0.2998,6.71,0.17688105,0.5356,8.24,-0.18386346,1.0,8.79,-0.18303418,0.2069,9.805,-0.96064955,0.871,11.99,-0.86732566,1.288,13.85,-2.6139684,4.3,20.8,-1.8277671,6.75,34.6,-22.661903,47.6,69.2,-0.9119063,0.6626,6.605,-0.5820884,0.7314,7.977,-0.03609459,0.415,8.664,0.31658792,-0.552,9.91,1.2849877,0.2356,11.31,0.63130015,0.2267,12.79,-1.9258049,3.379,19.7,-0.74801457,4.375,31.88,-33.023434,38.56,71.3,0.6171875,0.855695654451847
409,-0.8466578,0.3574,6.65,0.49757057,-0.05817,8.414,1.0115893,-0.4514,8.94,1.215485,-1.773,10.01,0.23493327,-0.744,11.85,0.8100072,-1.064,13.74,-0.56977946,0.628,20.39,1.4285128,-0.5444,33.8,-10.763833,22.44,53.5,-0.94518894,0.6406,6.58,-0.48686793,0.522,7.914,0.70666087,-0.1671,8.625,1.4160268,-1.406,9.98,2.6293883,-0.7544,11.42,2.1770186,-0.9067,12.79,0.5236458,1.802,19.47,3.2572055,1.85,32.0,-21.946037,30.66,63.75,0.0020904541015625,0.9422354638576507
410,-0.68740565,0.2917,6.484,0.37780476,0.10016,8.414,0.6798869,-0.2106,8.516,0.6447609,-1.223,9.484,-0.08570965,-0.386,11.62,0.19181213,-0.5967,13.52,-1.5781729,2.037,19.8,-0.22224009,2.541,33.22,-13.833723,30.39,56.75,-0.8969705,0.628,6.56,-0.37558338,0.4756,7.848,0.3307441,2.646e-05,8.52,0.68313867,-0.957,9.82,1.5134596,0.1366,11.34,0.7631199,0.1687,12.87,-1.5490837,3.082,19.61,0.18541884,3.607,32.16,-32.462948,38.1,71.6,0.0946044921875,0.8786378309130669
411,-0.7914847,0.399,6.66,0.15037078,0.3806,8.27,-0.23439315,0.7515,8.64,-0.31743643,-0.01104,9.445,-1.4603041,1.754,11.23,-1.5022367,2.252,13.19,-3.5617523,5.684,20.08,-3.2248805,8.375,32.72,-24.644772,51.03,70.6,-0.90531254,0.6157,6.56,-0.49484125,0.621,7.88,-0.20683798,0.485,8.65,0.17980738,-0.4692,9.85,1.0930905,0.216,11.234,0.39510325,0.2343,12.99,-1.9938264,3.05,19.84,-0.7429224,3.566,31.86,-32.090706,35.22,70.75,1.2158203125,0.8410054475069045
412,-0.81084824,0.398,6.73,0.61251456,0.151,8.36,0.25394386,0.5303,8.6,0.19896576,-0.1915,9.17,-0.43869936,0.4126,11.68,-0.289128,0.3083,13.44,-2.3544278,3.35,19.98,-0.683529,4.016,32.66,-14.006008,31.31,53.94,-0.95369554,0.6284,6.613,-0.25920653,0.6714,7.87,-0.02281294,0.526,8.65,0.19592127,-0.3818,9.62,0.96603465,0.4146,11.07,-8.428097e-05,0.652,13.016,-2.4859715,3.725,20.23,-1.3798256,4.785,32.47,-32.053917,37.0,69.6,0.11859130859375,0.861536505818367
413,-0.63884217,0.09717,6.54,1.1717724,-1.732,8.34,0.97921443,-1.87,8.5,1.2309495,-3.16,9.695,0.75666964,-2.541,11.836,1.4156141,-3.27,13.54,-0.28214753,-1.725,19.28,1.5288975,-3.04,31.78,-8.935705,18.19,48.7,-0.8734119,0.599,6.508,0.04509423,-0.02562,7.992,1.3390183,-0.721,8.62,1.9630861,-1.998,10.05,3.6447153,-1.603,11.75,3.2224755,-1.827,13.07,2.0848713,0.392,19.28,5.9847965,-0.1835,32.0,-12.742923,24.86,59.7,0.0007877349853515625,0.948794300854206
414,-0.6010647,0.1908,6.566,0.4283894,-0.0656,8.22,0.29785755,-0.05783,8.51,0.21931204,-1.083,9.64,0.02315265,-0.8604,12.07,0.3633869,-0.8926,13.78,-1.0067618,1.47,20.0,0.6538849,2.014,33.7,-15.783196,35.34,60.16,-0.80515486,0.5605,6.465,-0.40964186,0.3696,7.863,0.86563766,-0.2341,8.6,1.4628203,-1.443,9.96,2.7663937,-0.837,11.414,2.3185246,-1.059,12.88,0.98908573,1.4795,19.44,4.1887856,1.364,32.53,-19.080074,29.86,64.1,0.0521240234375,0.938709919154644
415,-0.8136691,0.3882,6.676,-0.35592312,0.9014,8.12,-0.68347144,1.427,8.695,-0.6969422,0.735,9.58,-1.7607647,2.354,11.56,-1.9062327,2.514,13.36,-4.061064,6.05,20.31,-3.278129,8.46,32.8,-21.464714,45.44,63.7,-0.9217177,0.628,6.562,-1.1549134,0.7783,7.98,-1.2045354,0.65,8.51,-1.2225199,-0.1564,9.91,-1.978384,1.186,11.27,-2.607923,1.096,12.92,-5.874733,3.924,19.94,-6.718613,4.883,32.25,-42.067486,36.5,70.94,1.3369140625,0.5986614346504211
416,-0.75620914,0.4797,6.703,0.67457795,-0.2094,8.47,0.50488925,-0.2207,8.555,0.5605751,-1.171,9.695,0.35000733,-1.123,11.74,0.7186091,-1.106,13.25,-0.61864233,1.068,20.22,1.0557705,1.477,34.0,-15.798794,33.66,60.28,-1.058455,0.6895,6.688,-0.49537742,0.4387,8.02,0.7424903,-0.2042,8.49,1.350074,-1.43,9.97,2.6908667,-0.8945,11.34,2.2034955,-1.026,12.79,0.65726745,1.615,19.33,3.7530813,1.582,31.98,-19.686539,30.3,64.3,0.023406982421875,0.9413084000349045
417,-0.6214489,0.2051,6.582,0.9738337,-0.9106,8.35,0.8562964,-0.981,8.58,0.9946575,-2.107,9.72,0.3777114,-1.334,11.81,1.0827123,-1.954,13.58,-0.46623015,-0.1087,19.58,1.7350576,-1.257,32.75,-9.122215,21.17,50.5,-0.9248988,0.6616,6.56,0.30410904,-0.03796,8.0,1.5980147,-0.7617,8.66,2.2660158,-1.976,10.1,4.0961475,-1.684,12.016,3.6837993,-1.955,13.19,3.0314484,0.0973,19.2,7.641142,-0.8325,32.25,-9.201284,23.84,60.72,0.00200653076171875,0.9496371403336524
418,-0.67182356,0.06525,6.668,0.9811953,-0.819,8.34,0.7703147,-0.838,8.586,1.0631964,-2.137,9.76,0.5430001,-2.105,12.125,1.0419266,-2.18,13.914,-0.052188277,-0.7036,20.2,2.0365133,-1.062,34.03,-13.8962555,29.78,59.4,-0.8122541,0.4915,6.496,0.18357596,0.0702,7.836,1.5750318,-0.686,8.64,2.2697194,-1.927,10.03,3.5886054,-1.528,11.55,3.3345406,-1.729,12.914,2.5437715,0.3591,18.94,6.5972695,-0.1349,31.62,-9.626193,23.22,59.7,0.01861572265625,0.9483926668763161
419,-1.0686529,0.86,6.594,-0.49141133,1.193,8.555,-0.30979037,1.148,8.914,-0.36528018,0.3723,9.74,-1.2551397,1.716,11.375,-1.3290676,2.041,13.21,-3.6412334,5.695,20.47,-3.120043,8.97,33.97,-24.27226,52.03,71.1,-1.0767772,0.7075,6.504,-1.246734,0.9126,8.17,-1.1871928,0.735,8.664,-1.1622726,-0.0696,9.91,-1.9932966,1.435,11.18,-2.7540767,1.596,12.92,-6.3180323,4.758,20.38,-7.445117,5.992,32.28,-45.294937,40.7,76.25,1.2119140625,0.6062644004821777
420,-0.5746836,0.11255,6.625,0.7660873,-1.212,8.305,0.7510786,-1.495,8.414,1.1088777,-2.777,9.68,0.32244962,-2.229,11.59,0.7711819,-2.902,13.34,-0.8033007,-1.496,19.67,0.9554066,-2.703,32.75,-10.358551,19.69,50.78,-0.8741361,0.577,6.59,0.069703154,0.1404,7.855,1.3546075,-0.676,8.625,2.1256447,-1.866,9.984,3.861752,-1.545,11.74,3.4751444,-1.795,13.19,2.5121684,0.3684,19.39,6.904706,-0.619,32.03,-10.520326,21.83,58.5,0.0005702972412109375,0.9490760788321494
421,-0.70785487,0.1708,6.703,0.5778585,-1.11,8.26,0.54404044,-1.182,8.5,0.71393937,-2.285,9.836,-0.3242136,-1.646,11.766,0.1953318,-2.213,13.53,-1.3731172,-0.5903,19.62,0.34652382,-1.668,32.97,-11.347188,22.12,51.62,-0.8884563,0.591,6.535,-0.18198478,0.2324,8.086,0.62583053,-0.1098,8.51,1.1800711,-1.209,9.805,1.7508299,-0.4036,11.47,1.3973753,-0.5723,12.98,-0.6703186,2.03,19.47,1.2506096,2.088,32.2,-25.817654,30.56,64.4,0.0019931793212890625,0.875260555744171
422,-0.81290776,0.389,6.6,0.8285835,-0.6606,8.31,0.6394646,-0.7715,8.51,0.73730254,-1.913,9.62,0.6582897,-2.08,11.87,0.9946632,-2.13,13.375,-0.07309461,-0.539,19.6,1.8668813,-0.884,33.53,-12.728003,28.19,57.6,-1.1228486,0.711,6.65,-0.2760465,0.2434,7.87,1.3944609,-0.6177,8.68,2.3581598,-1.99,10.195,4.003214,-1.73,11.695,3.6370173,-2.055,12.95,2.8458867,0.1302,18.97,7.455383,-0.9053,31.75,-8.170572,21.39,59.47,0.0058441162109375,0.9490971073508262
423,-0.8956065,0.4868,6.754,0.35769302,0.09686,8.48,0.21263902,0.1299,8.445,0.2654511,-0.712,9.58,-0.701984,-0.2986,11.66,-0.2883924,-0.647,13.58,-1.9723339,1.434,19.61,-0.5342283,1.703,33.56,-13.1520605,27.69,56.6,-1.1050214,0.7627,6.645,-0.5274854,0.881,7.965,0.43462095,0.3447,8.58,1.1864353,-0.8457,9.93,2.310165,-0.1722,11.39,1.542273,-0.153,12.83,-0.70829403,2.861,19.31,1.3331758,3.527,31.4,-24.798717,33.72,66.3,0.0389404296875,0.8983197972178458
424,-0.65607035,0.1942,6.6,0.69199455,-0.2754,8.74,0.4578468,-0.2222,8.71,0.4439452,-1.345,9.66,-0.1809994,-0.517,11.914,0.14596058,-0.8066,13.5,-1.7873471,2.01,19.98,-0.27756226,2.428,33.53,-13.318339,29.89,56.16,-0.7643793,0.581,6.504,-0.010574013,0.186,7.95,1.5200441,-0.614,8.6,2.0978723,-1.841,9.984,3.272573,-1.258,11.555,2.8895066,-1.512,13.05,1.7641091,0.7773,19.7,5.8201017,0.0922,32.94,-13.027995,25.23,60.16,0.027862548828125,0.9481496632099151
425,-0.6936601,0.2566,6.637,0.8921037,-0.8438,8.35,0.7307308,-0.592,8.79,0.87314594,-1.685,9.75,0.6588517,-1.562,11.88,1.0098386,-1.607,13.664,-0.2996946,0.06125,20.39,1.8751332,-0.8423,33.53,-10.91733,24.92,54.6,-0.9186413,0.577,6.566,0.11983059,0.1079,7.926,1.3739524,-0.5723,8.62,2.106884,-1.834,10.03,4.014619,-1.678,11.68,3.617001,-1.903,12.99,2.8594964,0.1781,18.98,7.2636013,-0.4578,31.72,-10.304913,24.22,59.7,0.0029582977294921875,0.9493340879678726
426,-0.5352936,-0.06665,6.566,1.2452205,-1.312,8.375,1.036379,-1.266,8.6,1.0560651,-2.324,9.66,0.6349278,-1.708,11.984,1.0831482,-2.24,13.72,-0.44854707,-0.4023,19.92,1.6156902,-1.683,32.66,-8.354518,19.58,51.1,-0.75232685,0.519,6.496,0.36177117,-0.07587,7.887,1.8443834,-0.8096,8.695,2.5294418,-2.033,10.12,3.9128766,-1.648,11.44,3.8069105,-2.092,13.03,3.08665,-0.2563,19.34,7.823928,-1.833,32.0,-6.0058546,18.34,57.5,0.00382232666015625,0.9488571539521217
427,-0.7246914,0.1993,6.656,0.32410073,-0.383,8.43,0.40110505,-0.5464,8.59,0.6153933,-1.516,9.66,-0.42509082,-0.955,11.64,0.056162268,-1.619,13.37,-1.8901045,0.53,19.5,-0.3523901,-0.03247,32.28,-13.873564,25.22,52.75,-0.9406202,0.5684,6.57,-0.42195964,0.4214,7.938,0.49161777,0.0721,8.63,1.0672073,-1.062,9.875,1.7248254,-0.2434,11.47,1.2775352,-0.3433,12.94,-0.7748877,2.64,19.69,1.1624715,3.191,32.2,-26.982151,35.06,69.4,0.015411376953125,0.8884753376245499
428,-0.6466319,0.198,6.57,0.91214037,-0.4194,8.555,0.5964683,-0.3433,8.58,0.6293533,-1.365,9.52,0.122775525,-1.1455,11.8,0.6755395,-1.564,13.38,-0.9744678,0.698,19.5,0.97189647,0.2057,32.6,-12.065989,25.73,53.78,-0.7832936,0.5757,6.547,-0.06518053,0.11774,7.85,1.5841957,-0.7476,8.65,2.2593155,-2.062,10.125,3.771414,-1.639,11.555,3.551227,-1.968,12.91,2.71274,0.1346,18.84,7.1936893,-1.086,31.5,-6.96066,19.69,57.2,0.004871368408203125,0.949505940079689
429,-0.88863355,0.3977,6.773,0.11136812,0.576,8.69,-0.2605793,0.886,8.87,-0.41842967,0.1583,9.81,-0.9333927,0.843,11.8,-0.7944027,1.117,13.49,-2.4884484,3.812,19.94,-1.1080248,5.117,33.28,-18.61404,38.97,61.8,-0.84368616,0.675,6.508,-1.0966077,0.8076,7.914,-0.9327719,0.639,8.41,-0.83086485,-0.2084,9.77,-1.2340412,1.221,11.11,-1.9853864,1.257,12.83,-5.174991,4.445,20.31,-5.4707937,5.75,32.6,-39.99512,39.25,72.5,0.2099609375,0.6834501624107361
430,-0.42195588,-0.429,6.65,1.2101406,-2.18,8.375,1.0518589,-2.348,8.63,1.3369706,-3.422,9.77,0.47427464,-2.746,11.7,0.82373816,-3.275,13.445,-0.6890414,-2.094,19.73,1.1391963,-3.71,32.94,-9.367937,16.56,48.4,-0.6754916,0.3801,6.52,0.80126286,-0.568,7.938,2.1672862,-1.319,8.79,2.9890566,-2.572,10.26,4.8066072,-2.31,11.97,4.5776224,-2.615,13.31,4.247252,-1.017,19.48,9.422932,-2.732,31.94,-2.2952116,16.11,57.88,0.00017261505126953125,0.9497751653194426
431,-0.59953296,-0.01823,6.645,0.4977874,-0.1555,8.38,0.14128812,0.2961,8.65,0.06872827,-0.3389,9.46,-1.0077612,1.156,11.555,-0.92862296,1.409,13.31,-2.7774935,4.16,20.45,-1.815588,5.906,34.2,-20.749939,42.53,63.12,-0.97757757,0.579,6.566,0.1492295,0.361,7.688,0.2805586,0.1858,8.42,0.5513957,-0.7217,9.77,1.4951352,0.1404,11.39,0.7091553,0.2496,12.945,-1.7038174,3.312,19.95,-0.18818206,4.21,32.22,-31.430725,37.94,71.4,0.75244140625,0.8580047756433486
432,-0.65969586,0.1758,6.703,0.18198258,0.387,8.336,0.08740146,0.773,8.95,-0.07771798,0.1969,9.56,-0.88770866,1.453,11.42,-0.6294681,1.5205,13.234,-2.3265657,4.02,20.3,-0.8038422,4.664,33.84,-15.334115,34.0,57.72,-1.0566827,0.662,6.594,-0.55902314,0.7363,7.82,0.01777137,0.4429,8.586,0.2670458,-0.5728,9.88,0.62371993,0.4697,11.46,-0.010044664,0.4995,12.92,-2.6324162,3.58,19.97,-1.8395602,4.582,32.53,-36.00438,40.47,74.6,0.150146484375,0.8341258078813553
