example_id,mc_L12_c,mc_L12_e,mc_L12_rnorm,mc_L14_c,mc_L14_e,mc_L14_rnorm,mc_L15_c,mc_L15_e,mc_L15_rnorm,mc_L16_c,mc_L16_e,mc_L16_rnorm,mc_L18_c,mc_L18_e,mc_L18_rnorm,mc_L20_c,mc_L20_e,mc_L20_rnorm,mc_L24_c,mc_L24_e,mc_L24_rnorm,mc_L28_c,mc_L28_e,mc_L28_rnorm,mc_L31_c,mc_L31_e,mc_L31_rnorm,conf_L12_c,conf_L12_e,conf_L12_rnorm,conf_L14_c,conf_L14_e,conf_L14_rnorm,conf_L15_c,conf_L15_e,conf_L15_rnorm,conf_L16_c,conf_L16_e,conf_L16_rnorm,conf_L18_c,conf_L18_e,conf_L18_rnorm,conf_L20_c,conf_L20_e,conf_L20_rnorm,conf_L24_c,conf_L24_e,conf_L24_rnorm,conf_L28_c,conf_L28_e,conf_L28_rnorm,conf_L31_c,conf_L31_e,conf_L31_rnorm,mc_entropy,conf_signal
42,-0.67080253,0.2074,6.66,0.8803649,-0.757,8.4,0.7481444,-0.649,8.59,0.88844264,-1.677,9.58,-0.08104864,0.03378,11.44,0.2990177,0.0367,13.516,-1.3938543,2.62,20.56,0.11730164,2.98,33.78,-13.661346,30.03,53.62,-0.9213594,0.585,6.58,0.14377302,0.2114,7.695,0.77433264,-0.1865,8.38,1.3629596,-1.324,9.85,2.808427,-0.6924,11.555,2.1863933,-0.6836,12.914,0.7478182,1.914,19.36,3.8436465,2.004,32.06,-20.319218,31.23,65.94,0.56103515625,0.9416761785745621
43,-0.67003345,0.06726,6.566,0.4617295,-0.10156,8.25,0.48356515,-0.0425,8.53,0.5405441,-0.8433,9.44,-0.5028437,0.005424,11.5,-0.13016391,-0.35,13.266,-1.7355016,1.792,19.78,0.006326854,1.882,33.44,-14.014099,29.88,55.03,-0.95980895,0.6123,6.56,-0.23274823,0.4053,7.742,0.60039794,-0.08844,8.43,1.1016599,-1.129,9.74,2.162362,-0.614,11.375,1.7304575,-0.7734,12.79,-0.1668387,1.891,19.38,2.1843154,1.735,32.03,-24.869791,31.36,67.06,0.560546875,0.9048925578594208
44,-0.7053289,0.2019,6.69,0.7502542,-0.699,8.41,0.43281287,-0.685,8.695,0.56771064,-1.752,9.695,0.105310366,-1.836,12.25,0.43122947,-1.594,13.52,-0.89279604,0.2932,20.08,0.9932489,0.4214,34.28,-16.105165,33.56,60.8,-0.8333287,0.633,6.492,-0.11421067,0.0357,8.04,0.95149195,-0.548,8.63,1.5233004,-1.6875,9.87,2.1096466,-0.96,11.22,1.8710368,-1.123,12.78,0.54645514,1.272,19.38,3.7674727,1.299,32.25,-18.137901,29.0,63.0,0.051116943359375,0.9377363875508309
45,-0.58316845,-0.02203,6.625,1.3066363,-1.443,8.6,1.1417404,-1.635,8.7,1.291817,-2.842,9.875,1.1902108,-3.068,12.06,1.7206893,-3.389,13.54,0.678745,-2.283,19.81,2.6907248,-3.627,33.62,-10.014975,21.66,55.0,-0.90123063,0.535,6.594,0.5012213,-0.2812,8.07,1.7832156,-1.03,8.625,2.4435372,-2.373,10.234,3.8754458,-2.03,11.62,3.8627653,-2.43,13.05,3.5121477,-0.903,19.25,8.24033,-2.166,32.06,-6.2055693,20.25,58.2,0.0007295608520507812,0.9496615052223205
46,-0.8247329,0.5435,6.652,-0.19012064,0.2144,8.266,-0.08266092,0.07935,8.32,0.12853238,-0.9766,9.65,-0.9352545,0.1414,11.414,-0.45270547,-0.308,13.13,-2.2653039,2.053,19.84,-1.0241416,2.701,33.62,-16.799887,33.8,57.56,-1.0259253,0.717,6.59,-1.3355396,0.933,7.92,-1.1910992,0.8115,8.555,-1.0045416,-0.1274,9.76,-1.8230286,1.255,11.17,-2.4077504,1.267,12.89,-6.061747,4.45,20.3,-7.144795,5.723,32.25,-44.411476,41.8,73.8,0.1317138671875,0.556343960762024
47,-0.7636561,0.2898,6.656,0.6145596,-0.3699,8.42,0.85368824,-0.702,8.86,1.219163,-1.952,9.73,0.55609477,-1.895,12.164,0.96379197,-1.8125,13.59,-0.4751122,0.0763,20.1,1.2233297,0.3467,34.1,-14.137129,31.86,60.3,-0.8325946,0.5654,6.504,0.008380525,0.2625,7.992,1.0144104,-0.2583,8.734,1.5508537,-1.481,9.945,2.405612,-0.7207,11.47,1.9786785,-0.7017,12.97,0.3662516,1.879,19.58,2.9581394,2.395,32.53,-20.984293,32.3,66.3,0.028839111328125,0.9340119108557701
48,-0.60318476,0.06122,6.445,0.83296597,-0.6753,8.22,0.73601997,-0.736,8.56,0.71531904,-1.602,9.42,0.2694428,-0.9683,11.78,0.6127887,-1.398,13.31,-1.1553501,0.8325,19.58,0.77328426,0.5723,33.12,-11.941179,26.88,54.22,-0.9049307,0.534,6.51,-0.41619986,0.5356,7.883,0.50246,0.0667,8.71,1.089564,-1.019,10.125,2.6262217,-0.5513,12.055,2.0242283,-0.5854,13.39,0.285913,2.055,19.55,3.0102594,1.94,32.0,-21.59763,30.11,65.2,0.007663726806640625,0.9277542397379874
49,-0.8333907,0.4214,6.582,-0.10879484,0.7754,8.36,-0.39237076,1.17,8.9,-0.42637455,0.4404,9.7,-1.3515054,1.618,11.9,-1.1767473,1.814,13.66,-3.0228834,4.957,20.5,-1.5434654,6.883,33.94,-21.188847,46.6,68.75,-0.95842934,0.7446,6.55,-0.6154003,0.593,7.69,0.3125484,0.1268,8.516,0.87610507,-0.8975,9.92,1.7840503,-0.1186,11.22,1.2473736,-0.2659,12.734,-0.71661353,2.6,19.48,1.4371035,3.094,31.83,-23.93834,33.0,65.7,0.57763671875,0.9102800428867339
50,-0.9271606,0.551,6.656,-0.20684859,0.7505,8.086,-0.42920554,1.007,8.375,-0.44912675,0.2861,9.57,-1.580482,1.799,11.555,-1.3544732,1.767,13.51,-3.4647095,5.125,20.36,-2.8087733,7.64,34.47,-24.632128,48.97,68.7,-1.1018064,0.7397,6.547,-1.2908211,0.9243,7.97,-1.2122846,0.8374,8.516,-1.294995,0.01541,9.74,-2.4257207,1.652,11.16,-3.2041266,1.735,12.91,-7.0256386,4.902,20.34,-8.730325,6.223,32.5,-47.169006,42.47,76.75,0.8515625,0.522100067138672
51,-0.76900786,0.368,6.656,0.40556553,0.1426,8.34,0.35726863,0.1943,8.516,0.42286777,-0.5034,9.56,-1.0148642,0.808,11.36,-0.5969002,0.404,12.91,-2.4429622,2.982,19.69,-1.241482,3.807,33.2,-18.04897,35.66,57.0,-1.0505764,0.7104,6.516,-0.8600464,0.8003,7.867,-0.23643613,0.3328,8.48,0.25521994,-0.696,9.95,0.8317427,0.09546,11.26,0.31521797,-0.05078,12.836,-2.2868457,2.941,19.6,-1.2588981,3.406,31.73,-31.342949,34.0,67.94,0.3193359375,0.8234040573239326
52,-0.6923147,0.1564,6.637,0.7761854,-0.3958,8.3,0.5051194,-0.3162,8.586,0.63139063,-1.439,9.78,-0.34143093,-0.01144,11.52,0.1177029,-0.1329,13.664,-1.5200123,2.379,20.48,0.078763485,2.35,34.2,-14.649322,30.77,56.2,-0.8548614,0.63,6.566,-0.1577104,0.2834,7.754,0.79636574,-0.2456,8.51,1.5182436,-1.45,9.94,2.7167249,-0.781,11.39,2.382771,-0.9854,12.81,0.8216094,1.686,19.47,3.7725112,1.677,32.3,-20.81994,31.16,65.4,0.0860595703125,0.938178327679634
53,-0.8465754,0.541,6.582,-0.40408903,1.2,8.52,-0.2728224,1.45,8.97,-0.2906764,0.6533,9.695,-0.9320059,1.48,11.38,-0.8163971,1.618,13.18,-2.675424,4.742,19.92,-1.6120032,6.74,32.97,-18.998966,41.44,62.28,-1.0411081,0.6943,6.57,-1.1160607,0.9546,7.96,-0.8889363,0.6846,8.37,-0.74882585,-0.1967,9.67,-0.9009732,0.9463,11.21,-1.5042424,0.8696,12.7,-4.6317506,3.82,19.55,-5.0093374,4.777,31.64,-41.568893,39.84,72.3,0.5009765625,0.6707296580076217
54,-0.7448558,0.312,6.59,0.001967553,0.769,8.4,-0.0969159,0.774,8.61,-0.1489504,-0.09644,9.52,-0.4449888,0.1488,11.875,-0.23958933,0.1578,13.38,-1.6525385,2.768,20.5,0.27219284,3.498,34.12,-15.34333,35.56,61.22,-0.92316437,0.615,6.492,-0.5701755,0.7603,7.812,0.17242223,0.1565,8.54,0.57394195,-0.9414,10.05,1.0018711,0.13,11.484,0.39915556,0.1454,13.03,-1.762701,2.92,19.84,-0.2681995,3.639,32.53,-31.263689,37.62,71.06,0.09130859375,0.8601056724786758
55,-0.63184345,0.08685,6.54,0.9082978,-0.978,8.445,0.574926,-0.9307,8.61,0.6432318,-1.85,9.6,0.45058393,-0.8203,11.84,0.6993975,-1.045,13.44,-0.939198,0.917,20.23,0.79743457,-0.04272,33.38,-11.366359,24.4,54.44,-0.83308005,0.5386,6.527,-0.024284177,0.1627,7.746,1.1911436,-0.4836,8.55,1.7125561,-1.725,9.91,2.4903784,-0.9053,11.5,2.2829645,-1.169,12.92,0.8689904,1.283,19.52,4.2134314,0.96,32.0,-15.674559,27.05,60.34,0.004169464111328125,0.9442222028970718
56,-0.87016225,0.5166,6.668,0.2559814,0.3264,8.28,0.6342692,0.0862,8.7,1.0612171,-1.242,9.92,0.45075577,-1.03,12.02,0.90072274,-1.429,13.766,-0.18089968,0.2515,19.92,1.7905278,-0.1494,33.5,-10.615388,25.55,52.94,-0.8825353,0.6504,6.527,-0.47333366,0.5107,7.805,0.2094374,0.1171,8.4,0.7036532,-0.9136,9.66,1.3602087,0.1991,11.27,0.7660482,0.1469,12.766,-1.2010815,3.107,19.7,0.58371824,4.023,32.47,-29.03731,39.03,70.4,0.0186614990234375,0.8943504229187965
57,-0.29902887,-0.4011,6.555,1.2412914,-1.393,8.47,1.023973,-1.393,8.58,1.2282469,-2.547,9.64,0.96089536,-2.635,12.32,1.2106714,-2.42,13.71,0.16571206,-0.8174,20.22,2.1191797,-1.267,33.3,-12.346614,29.0,58.66,-0.73055315,0.3596,6.496,0.7541887,-0.3289,7.92,1.9501055,-1.023,8.59,2.731354,-2.26,10.04,4.3448815,-1.991,11.67,4.033844,-2.195,13.14,3.4736557,-0.4514,19.25,8.360643,-1.745,32.25,-4.7738075,18.52,57.5,0.00885009765625,0.9494635209441185
58,-0.47540557,-0.1298,6.59,1.011028,-1.07,8.47,0.7712475,-1.175,8.58,0.92274976,-2.342,9.73,0.4634547,-1.835,12.05,1.0135295,-2.6,13.49,-0.6569857,-0.631,19.53,1.3345708,-1.972,32.28,-7.743469,17.6,48.75,-0.7071191,0.4465,6.55,0.2143877,-0.1282,7.918,1.6264838,-0.955,8.58,2.2673125,-2.264,10.164,3.392525,-1.681,11.62,3.3867955,-2.125,13.01,2.7492168,-0.416,19.17,7.3660126,-1.995,32.1,-5.9511704,17.42,55.38,0.0013513565063476562,0.9496511802077293
59,-0.33956784,-0.412,6.504,0.8761066,-0.9946,8.2,0.6582832,-1.057,8.5,0.69193625,-2.076,9.516,0.9777456,-2.645,12.01,1.3108938,-2.883,13.48,0.18347389,-1.67,19.77,2.1378257,-2.533,33.7,-12.58968,25.84,56.6,-0.50094473,0.2354,6.414,-0.047531202,0.1033,7.84,1.7333064,-0.9424,8.73,2.4067597,-2.277,10.12,3.9895597,-2.098,11.43,3.943812,-2.586,13.02,3.409908,-0.9673,19.08,8.213776,-2.566,31.39,-4.2735157,16.8,54.97,0.0008873939514160156,0.9498074039816856
60,-0.8203838,0.3843,6.633,0.98910356,-0.8975,8.266,0.8034222,-0.9663,8.42,0.96221364,-2.086,9.58,0.44342434,-1.551,11.48,0.8893666,-1.95,13.07,-0.5247559,-0.137,19.69,1.3599565,-1.167,32.66,-10.679272,22.6,52.2,-0.8808595,0.662,6.53,-0.31837296,0.192,7.902,0.8069644,-0.5,8.54,1.4421828,-1.735,9.86,2.3857791,-1.012,11.33,2.2968512,-1.377,12.82,0.9460027,0.9697,19.39,4.2782927,0.4146,32.12,-17.373413,27.92,61.97,0.00335693359375,0.9449072882533073
61,-0.9062148,0.5083,6.68,0.27969468,0.2405,8.47,0.4775163,0.2573,8.95,0.65085006,-0.9346,10.016,0.06949261,-0.4602,12.18,0.41934356,-0.496,13.8,-0.95118594,1.605,20.2,1.014368,1.871,33.72,-14.468948,32.72,58.66,-1.0067437,0.655,6.543,-0.9099355,0.7,8.14,-0.1367845,0.2014,8.52,0.24429494,-0.852,9.836,0.4789656,0.2917,11.234,-0.06328711,0.2203,12.87,-2.2873032,2.988,19.56,-1.16632,3.924,32.28,-32.578487,37.3,69.0,0.05035400390625,0.8614557653665542
62,-0.74229723,0.2404,6.707,0.6902287,-0.4094,8.42,0.87537706,-0.579,8.74,1.050297,-1.747,9.93,0.35762137,-0.756,11.65,0.88245374,-1.287,13.36,-0.90153694,1.231,20.27,0.99807197,1.085,33.78,-10.847729,26.08,53.6,-1.0210826,0.6226,6.684,-0.048542168,0.3145,8.03,1.5125036,-0.5557,8.73,2.2590804,-1.788,10.07,3.913759,-1.415,11.7,3.3917255,-1.621,13.0,2.4500933,0.6587,19.28,6.845914,-0.0913,32.06,-10.01136,23.69,59.03,0.011474609375,0.9487848296761512
63,-0.6927767,0.2878,6.496,0.44688392,0.1578,8.27,0.5700299,0.00564,8.805,0.80610514,-1.061,9.71,-0.09868926,-0.1887,11.76,0.4431579,-0.318,13.69,-0.828046,1.573,20.8,1.0337291,0.7627,34.0,-10.47551,24.84,52.03,-0.92679,0.636,6.566,-0.51662326,0.767,7.754,-0.56208444,0.673,8.4,-0.48620248,-0.2474,9.586,-0.7085878,0.98,11.14,-1.3755547,1.053,12.945,-4.430886,4.03,20.1,-4.179443,4.99,32.3,-37.679657,38.4,72.94,0.007740020751953125,0.6877611041069029
64,-0.4630189,-0.2598,6.58,1.4587317,-1.544,8.414,1.1262662,-1.577,8.53,1.2447387,-2.629,9.62,0.87678844,-2.36,11.945,1.4506636,-3.027,13.63,-0.10118365,-1.546,19.78,1.9479723,-3.086,32.72,-8.858714,18.08,49.12,-0.9006798,0.5435,6.52,0.7497834,-0.4363,7.79,1.788577,-1.167,8.45,2.4890935,-2.398,9.95,4.239027,-2.145,11.62,4.1816916,-2.623,13.03,3.69777,-1.005,19.03,8.705265,-2.63,31.58,-2.424768,16.05,56.06,0.00037741661071777344,0.9496690064668656
65,-0.81948495,0.4207,6.55,0.641699,-0.0865,8.52,0.7893225,-0.1633,8.58,0.73262125,-0.9805,9.27,-0.04213336,0.1116,11.35,0.3200214,0.05612,13.56,-1.5033057,2.896,19.9,-0.033898413,3.85,32.94,-15.309166,34.06,56.9,-0.9733129,0.682,6.605,-0.7401688,0.6143,7.992,0.0882366,0.2798,8.69,0.5646688,-0.7983,9.945,1.3548243,0.1387,11.48,0.6561805,0.1036,12.97,-1.8339674,3.295,19.77,-0.6398785,4.03,32.12,-32.633392,39.47,74.2,0.1873779296875,0.8789829686284065
66,-0.37165397,-0.382,6.6,1.0190706,-1.996,8.34,0.90688866,-2.203,8.57,1.2401255,-3.432,9.836,0.3589759,-2.74,11.695,0.77957696,-3.285,13.35,-0.7825105,-1.91,19.48,1.0061187,-3.266,32.44,-9.557596,18.33,47.47,-0.90091,0.4656,6.535,0.5193827,-0.2079,7.94,1.7183573,-0.959,8.73,2.6900473,-2.227,10.24,4.6219773,-2.025,11.99,4.3147225,-2.23,13.234,3.8209722,-0.386,19.23,8.827866,-1.836,31.73,-3.8184752,17.69,57.75,0.00016319751739501953,0.9497921019792556
67,-0.7038596,0.2544,6.62,0.28289205,0.1067,8.336,0.048721306,0.4773,8.56,-0.10476792,-0.0865,9.52,-1.0862008,1.531,11.375,-1.11642,1.763,13.195,-3.288584,4.953,20.78,-2.5071144,6.684,34.0,-20.283113,41.16,61.75,-0.8993967,0.6245,6.535,-0.34622872,0.4224,7.812,1.5191675,-0.4216,8.82,2.229885,-1.743,10.12,3.5708516,-1.409,11.46,3.1255891,-1.614,12.92,1.8429031,0.698,19.17,5.6758575,-0.2075,31.72,-11.521884,22.75,60.62,0.6884765625,0.9418763890862464
68,-0.6322058,0.0914,6.58,0.85850227,-0.6753,8.32,0.89639735,-0.872,8.57,0.9966381,-1.948,9.71,0.42301297,-1.532,11.78,0.9015719,-2.137,13.38,-0.76805913,-0.251,19.56,1.3336935,-1.341,32.4,-8.770377,20.0,49.75,-0.8538376,0.54,6.543,0.08252021,-0.07587,7.87,1.3551629,-0.822,8.48,2.1929257,-2.123,10.055,3.8040593,-1.812,11.445,3.6189349,-2.262,12.84,2.889711,-0.441,19.05,7.498295,-1.888,31.81,-7.4132576,19.06,56.53,0.0030536651611328125,0.9495213702321051
69,-0.38559365,-0.3767,6.54,1.0629294,-1.967,8.39,0.9074253,-2.143,8.484,1.2067952,-3.326,9.75,0.16035162,-2.387,11.57,0.6611395,-2.955,13.35,-0.8755848,-1.6,19.44,0.715498,-2.617,32.4,-10.168186,19.77,49.6,-0.7227892,0.418,6.53,0.24030516,0.03732,7.844,1.5492084,-0.58,8.74,2.4146266,-1.792,10.14,4.223164,-1.615,11.84,3.7622347,-1.875,13.18,2.73384,0.2498,19.19,7.306602,-1.125,31.67,-6.239608,18.7,57.25,0.0003495216369628906,0.9492433413863182
70,-0.67374593,0.2084,6.695,0.7570716,-0.575,8.43,0.69133574,-0.593,8.56,0.8968115,-1.739,9.61,0.102689385,-0.7573,11.59,0.57870084,-0.9873,13.36,-1.1368107,1.345,20.27,0.49759865,0.886,33.47,-12.046576,25.22,53.84,-0.9334581,0.5854,6.605,0.10147269,0.002592,7.863,1.393703,-0.6367,8.664,2.038002,-1.905,9.96,3.2437468,-1.307,11.56,3.0171738,-1.581,12.97,1.9859134,0.7915,19.52,5.8697324,0.1797,32.3,-12.999817,25.03,59.6,0.006237030029296875,0.9485571280121803
71,-0.83863163,0.3672,6.594,-0.32524222,0.802,8.734,-0.36810187,0.912,8.77,-0.3618154,0.2654,9.46,-1.1061214,1.626,11.266,-0.8356077,1.588,13.16,-2.894884,4.44,20.11,-2.082713,5.758,33.34,-19.460255,38.5,58.5,-1.0559305,0.6846,6.57,-1.0904404,0.8135,7.965,-0.6506368,0.658,8.64,-0.37370992,-0.3843,9.8,-1.1365952,1.075,11.266,-1.7052512,1.102,12.945,-4.9816422,4.344,20.1,-5.58743,5.6,32.16,-43.25762,42.47,75.0,0.60498046875,0.6212858498096466
72,-0.47979105,-0.121,6.72,1.2987766,-1.865,8.336,1.2949911,-2.023,8.63,1.5276718,-3.225,9.79,1.2415965,-3.178,11.98,1.5399373,-3.19,13.516,0.41161507,-1.923,20.12,2.5688443,-3.201,33.62,-10.433504,22.34,55.2,-0.84731925,0.488,6.61,0.7119116,-0.482,7.977,1.797435,-1.087,8.59,2.6061964,-2.395,10.19,4.2223425,-1.996,11.8,3.904953,-2.197,13.35,3.473129,-0.5347,19.56,8.004105,-1.527,32.56,-7.071806,21.12,57.66,0.0036830902099609375,0.9498522117733955
73,-0.5611558,-0.1292,6.68,0.90848607,-1.287,8.4,0.7769389,-1.333,8.39,1.0660619,-2.42,9.63,0.17594667,-2.088,11.59,0.72273016,-2.88,13.44,-0.74011505,-1.551,19.23,0.8846526,-2.924,32.56,-10.416769,19.31,50.03,-0.9296302,0.495,6.58,-0.012609616,0.1302,7.883,1.2442712,-0.554,8.66,2.1487834,-1.913,10.13,3.1141405,-1.281,11.7,3.0038486,-1.587,12.97,2.0367813,0.618,19.28,5.590125,0.0045,32.22,-13.234587,24.88,62.34,0.0005788803100585938,0.9460315048694611
74,-0.46960664,-0.2198,6.62,1.4713724,-1.908,8.42,1.2956315,-1.947,8.65,1.4928057,-3.066,9.86,0.9001255,-2.084,11.94,1.3237052,-2.445,13.72,-0.11423731,-0.8086,20.2,1.9553789,-2.479,33.38,-8.4450655,18.8,51.06,-0.76241505,0.4246,6.508,0.5679282,-0.281,7.92,2.1017022,-1.074,8.766,2.7323847,-2.27,10.28,4.2525835,-2.041,11.74,4.119114,-2.434,13.266,3.5202107,-0.6904,19.48,8.822811,-2.38,32.34,-3.045233,15.74,56.16,0.0009431838989257812,0.9497807830572127
75,-0.8158779,0.3723,6.65,-0.4120135,0.863,8.29,-0.677845,1.337,8.91,-0.7974278,0.6772,9.88,-1.4836538,1.995,11.53,-1.3081983,1.937,13.3,-3.3202808,5.277,19.8,-2.3816988,6.965,32.1,-17.703123,39.38,59.34,-0.9724703,0.651,6.523,-1.0305886,0.712,7.93,-0.63742566,0.4614,8.59,-0.4178245,-0.532,9.97,-0.5150438,0.721,11.21,-1.1226689,0.733,12.95,-4.091082,3.855,20.28,-3.9182901,4.73,32.44,-39.990837,40.8,74.6,0.3671875,0.7515276670455933
76,-0.44345802,-0.1606,6.465,0.97623765,-1.697,8.3,0.9347118,-1.947,8.53,1.2644033,-3.154,9.805,0.30377227,-2.457,11.695,0.77126265,-3.0,13.516,-0.7877801,-1.53,19.5,0.87585735,-2.668,32.62,-9.236984,18.33,47.28,-0.8829657,0.5454,6.484,0.35506374,-0.1521,8.01,1.6413865,-0.824,8.664,2.5026078,-2.111,10.19,4.0460615,-1.688,11.79,3.6919007,-1.978,13.18,2.9746392,0.0838,19.33,7.559962,-1.116,32.22,-7.485283,19.64,58.2,0.0005464553833007812,0.9491156816482544
77,-0.4202016,-0.167,6.62,1.0053688,-1.649,8.2,0.7415837,-1.753,8.52,1.0972675,-2.975,9.8,0.17838213,-2.316,11.79,0.58148533,-2.908,13.58,-1.0117892,-1.5205,19.86,0.81249624,-2.916,32.72,-9.566196,18.42,49.34,-0.8587078,0.502,6.54,0.24679038,-0.02512,7.914,1.542614,-0.707,8.664,2.3880923,-1.938,10.1,4.551009,-1.894,12.05,4.1308312,-2.193,13.25,3.349464,-0.1476,19.31,8.052037,-1.284,31.83,-7.218601,20.27,58.53,0.0004096031188964844,0.9496077820658683
78,-0.6940971,0.1837,6.61,0.7339794,-0.3801,8.164,0.7296563,-0.4307,8.555,0.71320623,-1.341,9.76,0.22461063,-0.1605,11.58,0.3983335,-0.1686,13.32,-1.407157,2.42,20.28,0.1601407,2.367,33.4,-11.882442,26.94,54.4,-0.9589146,0.5806,6.582,-0.046140708,0.2489,7.91,2.1070595,-0.7603,8.84,2.8021486,-2.025,10.234,4.4116297,-1.959,11.664,4.1160116,-2.244,13.03,3.3695264,-0.2401,19.12,8.316112,-1.795,31.6,-4.0589414,17.67,57.22,0.035430908203125,0.949197119474411
79,-0.6944794,0.1277,6.625,0.37472457,-0.6226,8.23,0.1290991,-0.3804,8.555,0.13289699,-1.131,9.58,-0.7646429,-0.3079,11.57,-0.5137085,-0.582,13.375,-2.3292148,1.806,19.98,-0.8387683,2.084,33.38,-15.168085,30.5,56.56,-0.79816234,0.5684,6.445,-0.38180032,0.4084,7.953,0.9459347,-0.3179,8.57,1.6375766,-1.487,10.12,3.197103,-1.307,11.6,2.9999647,-1.728,13.03,1.8925263,0.34,19.12,5.7653036,-0.6777,31.89,-12.382354,22.89,60.0,0.06365966796875,0.9464895904064178
80,-0.67114705,0.0835,6.617,0.8164788,-1.213,8.13,0.7950951,-1.374,8.414,1.1201031,-2.578,9.71,0.19511132,-2.098,11.69,0.5767497,-2.605,13.41,-0.94245267,-1.054,19.58,0.75649375,-2.084,33.03,-10.253947,20.27,50.03,-0.9142062,0.573,6.56,0.022179171,0.1349,8.016,1.3305922,-0.7334,8.625,2.1101208,-2.021,10.07,3.731752,-1.7295,11.664,3.5559838,-2.018,13.19,2.5237455,0.07434,19.34,6.548998,-0.9204,31.72,-10.236886,21.31,58.4,0.0009465217590332031,0.9469908133149146
81,-0.97954935,0.6094,6.754,-0.4320246,0.863,8.37,-0.3321633,0.7207,8.62,-0.25732312,-0.0372,9.77,-1.4452502,1.538,11.49,-1.2694094,1.446,13.266,-3.4394581,4.71,20.3,-2.904425,7.367,33.7,-22.386742,46.3,65.94,-1.1786859,0.7573,6.688,-1.2744664,0.955,8.055,-0.8360615,0.642,8.59,-0.5061854,-0.3843,9.984,-0.86663425,0.9087,11.4,-1.4563175,0.816,12.88,-4.6540365,3.855,19.97,-5.012164,4.8,32.12,-41.016052,39.78,72.25,0.84326171875,0.6520321756601334
82,-0.7900995,0.4595,6.613,0.75961673,-0.4026,8.22,0.67211926,-0.3887,8.65,0.79787004,-1.527,9.734,0.49325395,-1.417,11.96,0.8820143,-1.559,13.42,-0.56313765,0.4722,20.03,1.4433395,-0.003828,33.16,-12.312464,27.14,55.8,-0.94928086,0.671,6.58,-0.09547211,0.2389,7.99,1.7647996,-0.6675,8.87,2.4671025,-1.947,10.23,3.932003,-1.688,11.45,3.7297652,-2.09,12.92,2.974368,-0.1908,18.9,7.822772,-1.484,31.53,-5.706607,19.69,56.7,0.00846099853515625,0.94947469830513
83,-0.95447534,0.602,6.676,-0.16990188,0.873,8.36,-0.43933126,1.188,8.664,-0.30697727,0.1575,9.48,-1.1232232,1.25,11.58,-0.751331,1.133,13.64,-2.4491951,4.08,20.1,-1.1623569,5.68,33.28,-17.740261,38.16,59.7,-1.1398196,0.749,6.594,-1.0047867,0.7896,7.875,-0.31969362,0.4512,8.586,0.30181596,-0.652,9.77,0.4105485,0.406,11.266,0.085583925,0.1901,12.87,-2.5458398,3.104,19.5,-2.1323776,3.725,31.88,-34.38162,37.6,70.25,0.426025390625,0.7741607412695884
84,-0.5319627,-0.2903,6.703,1.4206293,-1.79,8.664,1.2759483,-1.966,8.805,1.5330307,-3.172,9.89,0.9385737,-2.152,11.68,1.3899212,-2.383,13.414,-0.13778919,-0.676,20.33,1.8145515,-1.951,33.38,-8.464813,18.97,49.66,-0.83203954,0.4258,6.58,0.70335037,-0.3228,8.02,2.4388852,-1.204,8.96,3.1970334,-2.463,10.37,4.991457,-2.35,11.92,4.616089,-2.584,13.2,4.06334,-0.834,19.34,9.305706,-2.504,32.0,-2.3819437,15.88,56.1,0.0008792877197265625,0.9498122856020927
85,-0.86894494,0.517,6.676,-0.07627342,0.699,8.32,-0.2729312,0.8535,8.586,-0.26189402,0.09705,9.7,-1.0531482,1.214,11.9,-0.8306424,1.276,13.38,-2.7980957,4.36,20.31,-2.213388,6.54,33.9,-22.163853,45.4,67.44,-1.0355172,0.682,6.582,-0.8772556,0.762,7.996,-0.13935058,0.412,8.625,0.2882643,-0.699,9.82,1.0128759,0.10724,11.195,0.4217367,0.02408,12.67,-2.1217885,3.074,19.6,-0.88701636,3.564,31.9,-32.83566,36.7,70.8,0.71728515625,0.8427509263157844
86,-0.69819605,0.0242,6.582,1.234565,-1.274,8.54,0.9583286,-1.332,8.664,1.1150827,-2.477,9.664,1.2878262,-2.943,12.02,1.7750914,-3.283,13.49,0.8896241,-2.16,19.67,2.9347286,-3.512,33.66,-11.635674,24.12,55.44,-0.9447378,0.58,6.473,-0.023596428,0.1624,7.938,1.8654784,-0.6904,8.914,2.5692644,-2.0,10.266,4.136367,-1.782,11.6,3.9866042,-2.217,12.97,3.3321004,-0.3118,18.88,8.199213,-1.647,31.61,-4.308449,18.36,58.53,0.00044345855712890625,0.9491506293416022
87,-0.63386,-0.0343,6.7,0.9872019,-1.149,8.21,0.80258846,-1.301,8.66,0.9454899,-2.482,9.85,0.36832657,-1.554,11.805,0.8452848,-1.92,13.516,-0.5457929,-0.1793,19.94,1.5152309,-1.661,32.53,-8.555436,19.25,49.94,-0.72248673,0.559,6.47,-0.11261189,0.063,7.836,1.1528952,-0.768,8.625,1.8417125,-1.981,10.11,3.052946,-1.498,11.45,3.0834808,-1.977,12.81,2.1733003,-0.003311,19.14,6.2457123,-1.184,31.84,-11.023695,21.16,59.03,0.00217437744140625,0.948324590921402
